Company,Contact Name,Title,Department,Direct Phone,Mobile Phone,Corporate Phone,Email,City,State,PostalCode,LastVerifiedDate,ConfidenceScore
,,,,,,,,,Thompson Industrial Svc.		2909 Decatur Pike	ATHENS	TN	37303	(706) 944-0790				5619	Other Support Services	Yes	No	No	Scarlet Perez	475,,,
Equipment,,,,,,,,,Thompson Lift Truck Co		4031 Mike Padgett Hwy	Augusta	GA	30906	706-792-9500		10 to 19	10,,,
No Company Match,,,,,,,,,Thompson Lift Truck Co	FRC	5559 Old Dixie Hwy	FOREST PARK	GA	30297	404-361-8370		50 to 99	20,,,
Equipment,,,,,,,,,Thompson Tractor	FRC	302 Fox Run Ave	Opelika	AL	36801	334-749-3359		10 to 19	5,,,
,,,,,,,,,Thompson Tractor		1275 South Main St NE	Conyers	GA	30012	(404) 362-1449						Yes	No	No	Heather Forbes	201,,,
,,,,,,,,,Thomson Plastics Inc		130 Quality Dr	Thomson	GA	30824	706-595-0658		250 to 499	100,,,
,,,,,,,,,ThyssenKrupp		1987 Shiloh Rd Building 7	KENNESAW	GA	30144	(678) 216-6720						Yes	No	No	Kaitlin Cox	71,,,
,,,,,,,,,Ticar Inc,,,
No Company Match,,,,,,,,,TICA-SAND CASTING		500 VALENTINE INDUSTRIAL	PENDERGRASS	GA	30567	770-534-5614				4238	Machinery,,,
,,,,,,,,,Tie Down Engineering-Sale		5901 Wheaton Dr	Atlanta	GA	30336	0						Yes	No	Yes	Taylor Piatt	0037K,,,
,,,,,,,,,TIN INC. DBA INTERNATIONA		238 MAYS BRIDGE RD SW	ROME	GA	30165	770-635-0661				3222	Converted Paper Product Manufacturing	Yes	No	Yes	Mason Ramsey	71,,,
Legislative,,,,,,,,,Todd County Solid Waste	MAM	30433 Us 71	Browerville	MN	56438	320-594-2210		5 to 9	10,,,
,,,,,,,,,Tomco2 Systems	FRC	3340 Rosebud Rd	Loganville	GA	30052	770-979-8000		100 to 249	100,,,
No Company Match,,,,,,,,,Toro Co	FRC	4800 Valley Industrial Blvd S	Shakopee	MN	55379	952-937-3300		50 to 99	40,,,
No Company Match,,,,,,,,,Tosca Ltd	KAM	437 International Park	Newnan	GA	30265	920-617-4485		20 to 49	40,,,
,,,,,,,,,TOTAL CONSTRUCTION		10746 Keats Ave S	Cottage Grove	MN	55016	651-451-1384						Yes	No	No	Timothy Litwin	754,,,
No Company Match,,,,,,,,,Total Tool Supply		935 Bradford St	St Paul	MN	55114	651-641-0368		1 to 4	2,,,
,,,,,,,,,TOWER ASPHALT		15001 HUDSON BLVD	LAKELAND	MN	55043	515-422-5418						Yes	No	No	Christian Karalunas	0021M,,,
,,,,,,,,,Towmaster Trailers Inc	FRC	61381 Us Highway 12	Litchfield	MN	55355	320-593-4595		100 to 249	100,,,
000+	4413	Automotive Parts,,,,,,,,,Toya Tire Na	FRC; KAM	3660 Highway 411 Ne	White	GA	30184	678-721-7200	Toyo Tires North America Inc	1,,,
Equipment,,,,,,,,,Toyota Forklifts Of Atlanta		325 Horizon Dr	Suwanee	GA	30024	706-790-0111		20 to 49	40,,,
Equipment,,,,,,,,,Toyota Forklifts Of Augusta		525 Laney Walker Blvd	AUGUSTA	GA	30901	706-790-0111		20 to 49	40,,,
,,,,,,,,,Toyota-Lift Of Minnesota	FRC; KAM	8601 Xylon Ct	Minneapolis	MN	55445	763-425-9066		50 to 99	100,,,
No Company Match,,,,,,,,,TRACTOR & EQUIPMENT	KAM	1502 BOX RD	COLUMBUS	GA	31907					4238	Machinery,,,
No Company Match,,,,,,,,,Tractor & Equipment Co	KAM	3809 Mike Padgett Hwy	Augusta	GA	30906	706-798-7777				4238	Machinery,,,
Equipment,,,,,,,,,Tractor & Equipment Co	KAM	2727 Gray Hwy	Macon	GA	31211	478-745-6891		10 to 19	10,,,
and Technical Consulting Services	Yes	No	No	Banton Price	475,,,,,,,,,Tranco Logistics Llc	FRC	5901 Shallowford Rd # 104	Chattanooga	TN	37421	423-822-1000		250 to 499	100,,,
,,,,,,,,,Trane		712 Mcnatt St	Vidalia	GA	30474	912-537-6007		500 to 999	100,,,
,,,,,,,,,TRANSOUTH ELECTRICAL		30750 US HIGHWAY 72	HOLLYWOOD	AL	35752	256-574-6008						Yes	No	No	Scarlet Perez	475,,,
No Company Match,,,,,,,,,Transportation Department	MAM; FRC	2505 Transportation Rd	Willmar	MN	56201	320-231-5195		100 to 249	40,,,
No Company Match,,,,,,,,,Transportation Department	MAM	101 Hoover Rd N	Virginia	MN	55792	218-742-1100		100 to 249	40,,,
Legislative,,,,,,,,,Transportation Department	MAM; FRC	1800 E College Dr	Marshall	MN	56258	507-537-6146		20 to 49	40,,,
Legislative,,,,,,,,,Transportation Department	MAM	1123 Mesaba Ave	Duluth	MN	55811	218-725-2700		100 to 249	40,,,
Legislative,,,,,,,,,Transportation Department	MAM	7694 Industrial Park Rd	Baxter	MN	56425	218-828-5700		100 to 249	40,,,
,,,,,,,,,Travel Tags Inc	GAM; FRC; EGAM	5842 Carmen Ave	Inver Grove Hts	MN	55076	651-450-1201		250 to 499	100,,,
,,,,,,,,,Treasure's Island		4200 W Lake St	Minneapolis	MN	55416	952-927-7913				4441	Building Material and Supplies Dealers	Yes	No	Yes	Ashley Douglas	470,,,
,,,,,,,,,TREEHOUSE		273 CENTRAL AVE	FOREST PARK	GA	30297							Yes	No	No	Chris Falcone	201,,,
,,,,,,,,,Tremco		16 CORPORATE RIDGE PKWY	Columbus	GA	31907	(330) 241-1571						Yes	No	No	Matthew Sprouse	256,,,
,,,,,,,,,Tremco		8315 Brooklyn Blvd	MINNEAPOLIS	MN	55428	(605) 641-9467						Yes	No	No	Peter Andrews	470,,,
Street,,,,,,,,,Tremron		1436 Municipal Pkwy	Douglasville	GA	30134	770-485-8206			1,,,
Legislative,,,,,,,,,Tri County Solid Waste Auth	FRC	14 Transfer Dr	Johnston	SC	29832	803-275-5345		10 to 19	20,,,
No Company Match,,,,,,,,,Triad Specialties		1807 Wylds Rd	Augusta	GA	30909	706-736-1430		20 to 49	20,,,
No Company Match,,,,,,,,,Trimac Transportation		605 Selig Dr Sw	Atlanta	GA	30336			1 to 4	1,,,
No Company Match,,,,,,,,,Trimac Transportation		6800 Mclarin Rd	Fairburn	GA	30213	770-969-9177		20 to 49	40,,,
,,,,,,,,,TRINITY INDUSTRIES		190 OLD GRASSDALE RD NE	CARTERSVILLE	GA	30121					3365	Railroad Rolling Stock Manufacturing	Yes	No	Yes	Mason Ramsey	71,,,
,,,,,,,,,TRINITY INDUSTRIES-WELDER		PRIMARY_ADDRESS_1	CARTERSVILLE	GA	30121	770-382-9400				3365	Railroad Rolling Stock Manufacturing	Yes	No	No	Mason Ramsey	71,,,
,,,,,,,,,TRINSEO LLC		1468 PROSSER DR SE	DALTON	GA	30721	762-238-1569				4246	Chemical and Allied Products Merchant Wholesalers	Yes	No	No	Scarlet Perez	475,,,
,,,,,,,,,Triumph Sheets		4100 Old Tasso Rd NE	Cleveland	TN	37312					4442	Lawn and Garden Equipment and Supplies Retailers	Yes	No	No	Scarlet Perez	475,,,
Legislative,,,,,,,,,Troup County Emergency Mgmt	FRC	2471 Hamilton Rd	Lagrange	GA	30241	706-298-3675		1 to 4	5,,,
and Technical Services	Yes	No	Yes	Taylor Piatt	0037K,,,,,,,,,TRUCK SERVICE DEPOT		4785 FULTON INDUSTRIAL BLVD SW	ATLANTA	GA	30336	770-367-9743		1 to 4	1 - 1,,,
No Company Match,,,,,,,,,True North Equipment		300 Us Highway 59	Mahnomen	MN	56557	218-935-2241		10 to 19	10,,,
,,,,,,,,,TUBE CITY IMS AT GERDAU		384 OLD GRASSDALE RD NE	CARTERSVILLE	GA	30121					3323	Architectural and Structural Metals Manufacturing	Yes	No	No	Mason Ramsey	71,,,
No Company Match,,,,,,,,,Turkey Store Co		34 N 7th St	Barron	WI	54812	715-537-9551		5 to 9	5,,,
No Company Match,,,,,,,,,Twin Cities Baler & Compactor		21080 134th Ave N	Rogers	MN	55374	763-488-1828		5 to 9	10,,,
Legislative,,,,,,,,,Twin City Container	MAM; FRC	100 Holiday Ave E	Cannon Falls	MN	55009	612-309-7336			1,,,
No Company Match,,,,,,,,,TWO HARBORS CITY GARAGE	MAM	600 20TH AVENUE	TWO HARBORS	MN	55616	218-834-8810				9211	Executive,,,
Nut,,,,,,,,,Tyler'S Machine Shop Inc	FRC	308 Spring St	Washington	GA	30673	706-678-2014		1 to 4	1,,,
No Company Match,,,,,,,,,Tyson Foods		1075 Frank Amerson Pkwy	Macon	GA	31216	478-812-9130		5 to 9	10,,,
,,,,,,,,,Tyson Foods		6683 hwy 136 w	Dawsonville	GA	30534	704-699-2577						Yes	No	No	Andrew Bezek	0008M,,,
,,,,,,,,,Union Tank Car	KAM	12555 Clark Road	Rosemount	MN	55068							Yes	No	No	Timothy Litwin	754,,,
,,,,,,,,,Union Tank Car Co	FRC; KAM	375 S Blanchard St	Valdosta	GA	31601	229-244-4125		100 to 249	100,,,
,,,,,,,,,Unison Comfort Technologies	KAM	60 28th Ave N # 100	Minneapolis	MN	55411	612-877-4800		100 to 249	100,,,
No Company Match,,,,,,,,,United Recycling	FRC	2525 Friendship Cir	Cumming	GA	30028	770-205-4045		1 to 4	1,,,
,,,,,,,,,UNITED RENTAL		43300 US HIGHWAY 72	STEVENSON	AL	35772					5323	General Rental Centers	Yes	No	No	Scarlet Perez	475,,,
,,,,,,,,,UNITED RENTALS		5190 SNAPFINGER WOODS DR	DECATUR	GA	30035	770-906-8270				5323	General Rental Centers	Yes	No	No	Heather Forbes	201,,,
No Company Match,,,,,,,,,United Rentals		2325 Tubman Home Rd	Augusta	GA	30906	(706) 796-6402		10 to 19	10,,,
No Company Match,,,,,,,,,United Rentals		5260 Truman Dr	Decatur	GA	30035	404-439-4322		5 to 9	2,,,
No Company Match,,,,,,,,,United Rentals		1226 16th Ave E	Hibbing	MN	55746	218-262-5236		5 to 9	5,,,
No Company Match,,,,,,,,,United Rentals	FRC	100 Laser Industrial Ct	Fairburn	GA	30213	770-964-3800		10 to 19	10,,,
No Company Match,,,,,,,,,United Rentals		3297 Martha Berry Hwy Nw	Rome	GA	30165	706-235-9600		10 to 19	10,,,
No Company Match,,,,,,,,,United Rentals	FRC	1111 Shallowford Rd	Marietta	GA	30066	770-517-2600		10 to 19	10,,,
,,,,,,,,,UNITED RENTALS		1824 S PATTERSON ST	VALDOSTA	GA	31601	229-242-1774				5323	General Rental Centers	Yes	No	No	Tim Long	438,,,
No Company Match,,,,,,,,,United Rentals	FRC	590 Covered Bridge Rd	Taylorsville	GA	30178	770-383-9008		10 to 19	10,,,
No Company Match,,,,,,,,,United Rentals		2340 Fernbrook Ln N	Plymouth	MN	55447	763-557-1234		20 to 49	40,,,
No Company Match,,,,,,,,,United Rentals		3750 Highway 13 W	Burnsville	MN	55337	952-881-7519		5 to 9	5,,,
No Company Match,,,,,,,,,United Rentals	FRC	305 Maple St	Carrollton	GA	30117	770-830-1008		10 to 19	10,,,
No Company Match,,,,,,,,,United Rentals	FRC	3521 Mike Padgett Hwy	Augusta	GA	30906	706-798-1900		10 to 19	10,,,
,,,,,,,,,UNITED RENTALS		9450 IDEAL AVE S	COTTAGE GROVE	MN	55016	6518293972				5323	General Rental Centers	Yes	No	No	Timothy Litwin	754,,,
No Company Match,,,,,,,,,United Rentals	FRC	4001 Industry Dr	CHATTANOOGA	TN	37416	423-624-4000		10 to 19	20,,,
No Company Match,,,,,,,,,United Rentals	FRC	2425 Mike Padgett Hwy	AUGUSTA	GA	30906	706-650-9898		10 to 19	10,,,
,,,,,,,,,UNITED RENTALS		4945 MILLER TRUNK HWY	HERMANTOWN	MN	55811							Yes	No	No	Bradley Beranek	0045M,,,
,,,,,,,,,UNITED RENTALS D04		5840 FRONTAGE RD	FOREST PARK	GA	30297	404-363-4503				5323	General Rental Centers	Yes	No	No	Chris Falcone	201,,,
,,,,,,,,,United Site Services		1111 Shallowford Rd.	MARIETTA	GA	30066	(404) 858-9783						Yes	No	No	Daniel Gardiner	71,,,
,,,,,,,,,UNIVERSAL ALLOY COMPANY	KAM	199 HOWELL BRIDGE RD	BALL GROUND	GA	30107	770) 479-7230						Yes	No	No	Landon Dixon	71,,,
,,,,,,,,,Universal Alloy Corp	KAM; CMAM	180 Lamar Haley Pkwy	Canton	GA	30114	770-479-7230		100 to 249	100,,,
,,,,,,,,,UNIVERSAL ENVIRONMENTAL	KAM	96 Craig St	Ellijay	GA	30540	404-324-1523						Yes	No	No	Landon Dixon	71,,,
,,,,,,,,,Universal Environmental	KAM	140 Celtic Blvd	TYRONE	GA	30290	(678) 544-4168						Yes	No	No	Richard Esdaile	201,,,
,,,,,,,,,Universal Environmental Svc	GAM; KAM; CMAM	411 Dividend Dr	Peachtree City	GA	30269	770-486-8816		50 to 99	100,,,
and Professional Schools	Yes	No	No	Brett Johns	258,,,,,,,,,University Of Georgia Budget		456 E Broad St # 226	Athens	GA	30602	706-542-2802		20 to 49	100,,,
000+	6113	Colleges,,,,,,,,,UNIVERSITY OF ST THOMAS	MAM	2115 Summit Ave	Saint Paul	MN	55105	651-962-5000		1,,,
,,,,,,,,,UPONOR		45 W HIGHLAND PARK DR NE	HUTCHINSON	MN	55350	952-942-6400						Yes	No	No	Jacob Carlson	0032K,,,
,,,,,,,,,UPONOR		21900 DODD BLVD	LAKEVILLE	MN	55044							Yes	No	No	Isaac Hennen	754,,,
,,,,,,,,,US CONTRACTING TRUCKING -		580 JOE TAMPLIN INDUSTRIA	MACON	GA	31217	478-803-6156						Yes	No	No	Peyton James	0058P,,,
No Company Match,,,,,,,,,Us Corrugated		14187 Industrial Park Blvd Ne	Covington	GA	30014	770-385-6168		20 to 49	40,,,
,,,,,,,,,Us Foods		7950 Spence Rd	Fairburn	GA	30213	770-774-8300		500 to 999	100,,,
No Company Match,,,,,,,,,Us Minerals		1254 70th Ave	Roberts	WI	54023	715-749-4300		20 to 49	40,,,
,,,,,,,,,US PIPE		21425 147TH AVE N	ROGERS	MN	55374	763-428-2259				3329	Other Fabricated Metal Product Manufacturing	Yes	No	Yes	Peter Andrews	470,,,
,,,,,,,,,US PIPE FABRICATION		1101 INDUSTRIAL BLVD	GAINESVILLE	GA	30501	770-297-0510				3399	Other Miscellaneous Manufacturing	Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,US SILICA		3949 GA HIGHWAY 17 S	MILLEN	GA	30442	478-982-6205						Yes	No	No	Oscar Jessup	219,,,
,,,,,,,,,UTILICON SERVICES INC		1121 JEWELL DR	PERRY	GA	31069	478-719-8731						Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,Utlx	KAM	PRIMARY_ADDRESS_1	Augusta	GA	30906	706-799-3500						Yes	No	No	Oscar Jessup	219,,,
No Company Match,,,,,,,,,Valley Machine & Welding Co	FRC	4500 Fagan St	Chattanooga	TN	37410	423-821-2596		20 to 49	40,,,
Street,,,,,,,,,Valley Paving Inc	FRC	8800 13th Ave E	Shakopee	MN	55379	952-445-8615		50 to 99	40,,,
,,,,,,,,,Valley Queen Cheese Factory	FRC; CMAM	200 E Railway Ave	Milbank	SD	57252	605-432-4563		250 to 499	100,,,
,,,,,,,,,Valmont Utility	MAM	674 Industrial Park Dr	CLAXTON	GA	30417	(912) 739-4970				9261	Administration of Economic Programs	Yes	No	No	Brandi Collins	220,,,
,,,,,,,,,Vanguard National Trailer Corp	FRC	8 Vanguard Dr	Trenton	GA	30752	706-956-4088		250 to 499	100,,,
,,,,,,,,,VDL Groep		5459 Aloha Way	Flowery Branch	GA	30542	470-778-5189						Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,VEOLIA ENERGY		600 MAIN ST SE	MINNEAPOLIS	MN	55414	612-624-4884						Yes	No	No	Robert Beerling	0021M,,,
,,,,,,,,,VEOLIA ENERGY - ST PAUL		1952 COMMONWEALTH AVE	FALCON HEIGHTS	MN	55108	612-624-4884						Yes	No	No	Robert Beerling	0021M,,,
,,,,,,,,,VEOLIA ENVIRONMENTAL SVC		4730 CLARK HOWELL HWY	COLLEGE PARK	GA	30349	(404) 361-6181						Yes	No	No	Ryan Burns	0037K,,,
,,,,,,,,,VEOLIA NORTH AMERICA		9750 SPRUILL RD	JOHNS CREEK	GA	30022	770-751-0544				5629	Remediation and Other Waste Management Services	Yes	No	No	Joshua Bagley	0008M,,,
No Company Match,,,,,,,,,Veolia Water	FRC	7520 Cochran Rd	Atlanta	GA	30349	470-488-1928		10 to 19	40,,,
,,,,,,,,,VEOLIA WATER		1080 MARIETTA HWY	ROSWELL	GA	30075	404-613-4638						Yes	No	Yes	Landon Dixon	71,,,
No Company Match,,,,,,,,,Vet'S Plus Inc	CMAM	302 Cedar Falls Rd	Menomonie	WI	54751	715-231-1234		5 to 9	10,,,
,,,,,,,,,VIC'S CRANE		301 ST PAUL PARK RD	SAINT PAUL PARK	MN	55071	651-797-6230						Yes	No	Yes	Timothy Litwin	754,,,
,,,,,,,,,Vic's Crane and Heavy Haul		1105 Elm Ave	Superior	WI	54880	715-919-2025						Yes	No	No	Charles Madden	0045M,,,
,,,,,,,,,Viking Coca-Cola Bottling Co	GAM; CMAM	4610 Rusan St	St Cloud	MN	56303	320-251-4602		250 to 499	100,,,
No Company Match,,,,,,,,,Viking Gas Transmission Co	FRC	13224 125th Ave	Milaca	MN	56353	320-983-3152		5 to 9	10,,,
Engineering,,,,,,,,,Viking Industrial	FRC	3424 Dodds Ave	Chattanooga	TN	37407	423-800-0750		1 to 4	2,,,
No Company Match,,,,,,,,,VIRGINIA CITY	MAM	1901 S 13TH AVE	VIRGINIA	MN	55792					9211	Executive,,,
No Company Match,,,,,,,,,Voestalpine Automotive Components	FRC	21 Voestalpine Dr NE	White	GA	30184	770-386-0051		10 to 19	10,,,
,,,,,,,,,VOGEL CUSTOM MANUFACTURING		2020 2ND AVE N	MINNEAPOLIS	MN	55411	712-737-8880						Yes	No	Yes	Ashley Douglas	470,,,
No Company Match,,,,,,,,,Vulcan	FRC	1272 Duncan Rd Building G	Kennesaw	GA	30144	770-427-2401		50 to 99	40,,,
No Company Match,,,,,,,,,Vulcan Heating & Ac Svc	FRC	6234 Perimeter Dr # B101	Chattanooga	TN	37421	423-498-2360		1 to 4	2,,,
,,,,,,,,,Vulcan Jefferson		2503 Valentine Industrial Pkwy	Jefferson	GA	30549	(762) 763-3090						Yes	No	No	Brett Johns	258,,,
No Company Match,,,,,,,,,Vulcan Materials	FRC	978 Rover Zetella Rd	Williamson	GA	30292	770-228-4450		20 to 49	40,,,
,,,,,,,,,Vulcan Materials		8648 Covington Hwy	Lithonia	GA	30058	(770) 482-8285						Yes	No	No	Heather Forbes	201,,,
,,,,,,,,,Vulcan Materials		3925 North Henry Blvd	Stockbridge	GA	30281	(770) 474-9197						Yes	No	No	Chris Falcone	201,,,
,,,,,,,,,Vulcan Materials		256 Lee's Mill Rd	Forest Park	GA	30297	(404) 766-8366						Yes	No	No	Chris Falcone	201,,,
,,,,,,,,,Vulcan Materials		1707 Beaver Ruin Road	Norcross	GA	30093	(770) 923-2532						Yes	No	No	Joseph Paglia	258,,,
No Company Match,,,,,,,,,Vulcan Materials - 1733 -112	FRC	4420 Hightower Rd	Ball Ground	GA	30107	678-947-3310		20 to 49	40,,,
No Company Match,,,,,,,,,Vulcan Materials - 1736-112	FRC	131 Rock Quarry Rd	Ellijay	GA	30536	706-635-4961		10 to 19	10,,,
No Company Match,,,,,,,,,Vulcan Materials #1716-111		3172 Rome Hwy	Aragon	GA	30104	770-684-1639		10 to 19	10,,,
,,,,,,,,,Vulcan Materials #1734-111		292 East Mitchell Rd	Adairsville	GA	30103	(770) 773-3217						Yes	No	No	Mason Ramsey	71,,,
No Company Match,,,,,,,,,Vulcan Materials #1735-112		5840 Highway 20 Se	Cartersville	GA	30121	770-606-9790		20 to 49	40,,,
No Company Match,,,,,,,,,Vulcan Materials Co	FRC	1095 Ozora Rd	Loganville	GA	30052	770-466-4170		20 to 49	40,,,
No Company Match,,,,,,,,,Vulcan Materials Co		4195 Friendship Rd	Buford	GA	30519	770-945-6729		10 to 19	20,,,
No Company Match,,,,,,,,,Vulcan Materials Co		25 Old Rock Quarry Rd	Villa Rica	GA	30180	770-459-5134		10 to 19	10,,,
No Company Match,,,,,,,,,Vulcan Materials Co	FRC	7620 N County Line Rd	Lithia Springs	GA	30122	770-948-6424		20 to 49	40,,,
No Company Match,,,,,,,,,Vulcan Materials Co		983 Red Oak Flats Rd	Dahlonega	GA	30533	706-867-6000		5 to 9	5,,,
No Company Match,,,,,,,,,Vulcan Materials Co		256 Elzie Johnson Rd	Newnan	GA	30265	770-253-7823		10 to 19	20,,,
No Company Match,,,,,,,,,Vulcan Materials Co	FRC	585 Cherokee Boys Estate Rd Ne	Dalton	GA	30721	706-259-3361		20 to 49	40,,,
,,,,,,,,,vulcan materials company		365 rock rd	blairsville	GA	30512	7067453310						Yes	No	No	Andrew Bezek	0008M,,,
,,,,,,,,,Vulcan Materials Dayton		5730 Old Washington Hwy	DAYTON	TN	37321	(423) 664-2185						Yes	No	No	Banton Price	475,,,
No Company Match,,,,,,,,,Vulcan Materials Electrical	FRC	1700 Willow Trail Pkwy	Norcross	GA	30093	770-923-4255		10 to 19	10,,,
,,,,,,,,,Vulcan Materials Electrical Site 2		4227 Steve Reynolds Blvd Suite 300	Norcross	GA	30093	(678) 784-6646						Yes	No	No	Joseph Paglia	258,,,
,,,,,,,,,Vulcan of Rabun Gap		2138 Kellys Creek Rd	Rabun Gap	GA	30568	(706) 746-5331						Yes	No	No	Michael Joseph	258,,,
No Company Match,,,,,,,,,W W Williams Co	FRC	2849 Moreland Ave Se	Atlanta	GA	30315	404-366-1070		50 to 99	40,,,
,,,,,,,,,W.W Williams		225 Old Nelson Rd	Ball Ground	GA	30107	(404) 366-1070						Yes	No	No	Landon Dixon	71,,,
,,,,,,,,,W.W. WILLIAMS COMPANY		3077 MORELAND AVE	ATLANTA	GA	30315	404-366-1070						Yes	No	No	Ryan Burns	0037K,,,
,,,,,,,,,Wald Family Foods	GAM; EGAM	1307 39th St N	Fargo	ND	58102	701-277-9947		100 to 249	100,,,
,,,,,,,,,Elmo Carter Construction		608 Adamson Rd	Cedartown	GA	30125	770-748-3764						Yes	No	No	Mason Ramsey	71,,,
,,,,,,,,,ELRINGKLINGER	CMAM	4961 GOLDEN PKWY	BUFORD	GA	30518	678-730-8017						Yes	No	Yes	Joshua Bagley	0008M,,,
No Company Match,,,,,,,,,Emerald Transformer Ppm Llc		1875 Forge St	Tucker	GA	30084	770-493-4100		1 to 4	1,,,
,,,,,,,,,EMERGENCY APPARATUS		11034 OREGON CURV	BLOOMINGTON	MN	55438	651-786-4463						No	No	No	Marla Bailey	754,,,
,,,,,,,,,EMERGENCY APPARATUS		11345 VESSEY AVE S	BLOOMINGTON	MN	55437							Yes	No	No	Marla Bailey	754,,,
No Company Match,,,,,,,,,Emergency Apparatus Mntnc Inc		7512 4th Ave	Circle Pines	MN	55014	651-786-4463		20 to 49	20,,,
No Company Match,,,,,,,,,Emerson	CMAM	1561 Columbia Hwy N	Aiken	SC	29801	803-641-9200		5 to 9	5,,,
,,,,,,,,,Empire Bucket Inc	FRC	1360 Livingstone Rd	Hudson	WI	54016	715-386-2930		50 to 99	100,,,
,,,,,,,,,ENERGY DEV		99 COURTNEY CT	MAUK	GA	31058					4461	Health and Personal Care Stores	Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,ENERGY DEVELOPMENT		2995 WETHERINGTON LN	VALDOSTA	GA	31601	229-671-9406						Yes	No	Yes	Tim Long	438,,,
Libraries,,,,,,,,,Energy-Environ Research Ctr		15 N 23rd St	Grand Forks	ND	58202	701-777-5251		1 to 4	2,,,
,,,,,,,,,ENERSYS INC		1826 DOAN WAY	NORCROSS	GA	30093					3359	Other Electrical Equipment and Component Manufacturing	Yes	No	No	Joseph Paglia	258,,,
,,,,,,,,,Engineered Parts Sourcing Inc		1810 Grassland Pkwy	Alpharetta	GA	30004	770-772-9779		50 to 99	100,,,
,,,,,,,,,Engineered Systems	KAM	132 Beasley Rd SW	Cartersville	GA	30102	678-654-9850						Yes	No	No	Kaitlin Cox	71,,,
,,,,,,,,,Engineered Systems Inc	KAM	4278 Mike Padgett Hwy	Augusta	GA	30906	864-879-7438						Yes	No	No	Oscar Jessup	219,,,
No Company Match,,,,,,,,,Engineered Systems Inc	KAM	135 Amy Industrial Ln	Hoschton	GA	30548	770-570-8794		5 to 9	5,,,
,,,,,,,,,Enterprise/Dixie Pipeline	KAM	151 Old School Rd	Alma	GA	31510	229-869-0763				4861	Pipeline Transportation of Crude Oil	Yes	No	No	Brandi Collins	220,,,
No Company Match,,,,,,,,,Environmental Products		4410 Wendell Dr Sw	Atlanta	GA	30336	404-693-9700		5 to 9	2,,,
,,,,,,,,,ENVIROSERVE		452 Northco Dr NE	MINNEAPOLIS	MN	55432	(952) 852-9521						Yes	No	No	Peter Andrews	470,,,
No Company Match,,,,,,,,,Eps Of Vermont		4625 Stonegate Industrial Blvd	Stone Mountain	GA	30083	404-292-0783			1,,,
,,,,,,,,,EPSCO		15678 109TH ST SW	ANNANDALE	MN	55302	763-494-0117						Yes	No	No	Jacob Carlson	0032K,,,
,,,,,,,,,Equipment Share		1890 Dogwood Dr	Conyers	GA	30013							Yes	No	No	Heather Forbes	201,,,
No Company Match,,,,,,,,,Equipment Transport	FRC	5830 240th St # 1	Forest Lake	MN	55025	651-982-2991		5 to 9	20,,,
,,,,,,,,,EquipmentShare		4840 Geminus Dr	Chattanooga	TN	37416							Yes	No	No	Banton Price	475,,,
,,,,,,,,,ER SNELL		4195 FRIENDSHIP RD	BUFORD	GA	30519							Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,Er Snell Contr Inc-Augusta		5601 Columbia Rd	Grovetown	GA	30813	706-396-3960		1 to 4	1 - 1,,,
Scientific,,,,,,,,,Erdrich Usa Inc		112 Willie Paulk Pkwy	Dublin	GA	31021	478-277-4851		1 to 4	2,,,
,,,,,,,,,Ergon Asphalt Partners		1601 Spring Creek Rd	Bainbridge	GA	39817	(229) 248-0804						Yes	No	No	Andrew Carlton	438,,,
No Company Match,,,,,,,,,Ergon Terminaling Inc		617 Terminal Rd	Chattanooga	TN	37405	423-266-6723		5 to 9	5,,,
No Company Match,,,,,,,,,Eriks	FRC; KAM	4585 Broadway	Macon	GA	31206	478-784-9700		10 to 19	5,,,
,,,,,,,,,ESG		PRIMARY_ADDRESS_1	Winder	GA	30680	770-868-0863						Yes	No	No	Brett Johns	258,,,
,,,,,,,,,ESG OPERATIONS INC		2726 JOSHUA ST	ALBANY	GA	31701					2361	Residential Building Construction	Yes	No	No	Andrew Carlton	438,,,
,,,,,,,,,ESG- Quitman Main		106 North Lee Street	QUITMAN	GA	31643	(229) 563-4608						Yes	No	No	Tim Long	438,,,
,,,,,,,,,ESG,,,
,,,,,,,,,Essentia Protein Solutions		365 Nexus Drive	Dalton	GA	30721	515-289-5100						Yes	No	No	Scarlet Perez	475,,,
,,,,,,,,,EUCLID CHEMICAL COMPANY		3361 S Highway 27	La Fayette	GA	30728	706-638-0055				3273	Cement and Concrete Product Manufacturing	Yes	Yes	No	Scarlet Perez	475,,,
No Company Match,,,,,,,,,Evans Disposal Svc		564 Parker Dairy Rd	Dublin	GA	31021	478-274-9470		5 to 9	1,,,
Legislative,,,,,,,,,Eveleth City Garage	MAM; FRC	6 Fayal Rd	Eveleth	MN	55734	218-744-7551		10 to 19	20,,,
,,,,,,,,,EVERGREEN TANK SOLUTIONS		4192 CROSSTOWNE CT	EVANS	GA	30809					4931	Warehousing and Storage	Yes	No	No	Oscar Jessup	219,,,
